ResponseId,cluster_id,persona_label
4201,2,Cloud-Native Full-Stack Developer
4202,2,Cloud-Native Full-Stack Developer
4203,0,Java / JVM Backend Developer
4204,5,Modern JavaScript / TypeScript Developer
4205,5,Modern JavaScript / TypeScript Developer
4206,0,Java / JVM Backend Developer
4207,4,Python Backend & Data Developer
4209,1,.NET / Microsoft Ecosystem Developer
4211,2,Cloud-Native Full-Stack Developer
4212,0,Java / JVM Backend Developer
4213,5,Modern JavaScript / TypeScript Developer
4214,2,Cloud-Native Full-Stack Developer
4215,1,.NET / Microsoft Ecosystem Developer
4216,0,Java / JVM Backend Developer
4218,4,Python Backend & Data Developer
4221,4,Python Backend & Data Developer
4223,1,.NET / Microsoft Ecosystem Developer
4224,4,Python Backend & Data Developer
4226,3,PHP / LAMP Web Developer
4227,4,Python Backend & Data Developer
4230,5,Modern JavaScript / TypeScript Developer
4231,5,Modern JavaScript / TypeScript Developer
4232,3,PHP / LAMP Web Developer
4233,4,Python Backend & Data Developer
4234,0,Java / JVM Backend Developer
4235,2,Cloud-Native Full-Stack Developer
4237,2,Cloud-Native Full-Stack Developer
4238,5,Modern JavaScript / TypeScript Developer
4239,4,Python Backend & Data Developer
4241,5,Modern JavaScript / TypeScript Developer
4242,2,Cloud-Native Full-Stack Developer
4243,4,Python Backend & Data Developer
4244,4,Python Backend & Data Developer
4245,0,Java / JVM Backend Developer
4246,1,.NET / Microsoft Ecosystem Developer
4247,1,.NET / Microsoft Ecosystem Developer
4248,1,.NET / Microsoft Ecosystem Developer
4249,1,.NET / Microsoft Ecosystem Developer
4250,1,.NET / Microsoft Ecosystem Developer
4253,5,Modern JavaScript / TypeScript Developer
4255,2,Cloud-Native Full-Stack Developer
4256,2,Cloud-Native Full-Stack Developer
4257,0,Java / JVM Backend Developer
4259,4,Python Backend & Data Developer
4260,4,Python Backend & Data Developer
4261,5,Modern JavaScript / TypeScript Developer
4262,1,.NET / Microsoft Ecosystem Developer
4263,3,PHP / LAMP Web Developer
4264,4,Python Backend & Data Developer
4267,0,Java / JVM Backend Developer
4268,2,Cloud-Native Full-Stack Developer
4269,2,Cloud-Native Full-Stack Developer
4271,5,Modern JavaScript / TypeScript Developer
4272,0,Java / JVM Backend Developer
4273,5,Modern JavaScript / TypeScript Developer
4274,5,Modern JavaScript / TypeScript Developer
4275,1,.NET / Microsoft Ecosystem Developer
4276,5,Modern JavaScript / TypeScript Developer
4277,4,Python Backend & Data Developer
4278,4,Python Backend & Data Developer
4279,4,Python Backend & Data Developer
4280,4,Python Backend & Data Developer
4281,1,.NET / Microsoft Ecosystem Developer
4282,2,Cloud-Native Full-Stack Developer
4283,1,.NET / Microsoft Ecosystem Developer
4284,0,Java / JVM Backend Developer
4285,4,Python Backend & Data Developer
4286,4,Python Backend & Data Developer
4287,3,PHP / LAMP Web Developer
4288,4,Python Backend & Data Developer
4289,4,Python Backend & Data Developer
4291,1,.NET / Microsoft Ecosystem Developer
4293,1,.NET / Microsoft Ecosystem Developer
4294,3,PHP / LAMP Web Developer
4295,3,PHP / LAMP Web Developer
4296,2,Cloud-Native Full-Stack Developer
4297,1,.NET / Microsoft Ecosystem Developer
4299,4,Python Backend & Data Developer
4300,4,Python Backend & Data Developer
4302,1,.NET / Microsoft Ecosystem Developer
4303,5,Modern JavaScript / TypeScript Developer
4304,1,.NET / Microsoft Ecosystem Developer
4306,5,Modern JavaScript / TypeScript Developer
4308,3,PHP / LAMP Web Developer
4309,1,.NET / Microsoft Ecosystem Developer
4310,1,.NET / Microsoft Ecosystem Developer
4311,2,Cloud-Native Full-Stack Developer
4312,1,.NET / Microsoft Ecosystem Developer
4313,4,Python Backend & Data Developer
4314,1,.NET / Microsoft Ecosystem Developer
4315,1,.NET / Microsoft Ecosystem Developer
4316,0,Java / JVM Backend Developer
4317,3,PHP / LAMP Web Developer
4319,5,Modern JavaScript / TypeScript Developer
4321,1,.NET / Microsoft Ecosystem Developer
4323,1,.NET / Microsoft Ecosystem Developer
4324,3,PHP / LAMP Web Developer
4326,4,Python Backend & Data Developer
4327,1,.NET / Microsoft Ecosystem Developer
4328,1,.NET / Microsoft Ecosystem Developer
4330,3,PHP / LAMP Web Developer
4331,4,Python Backend & Data Developer
4332,4,Python Backend & Data Developer
4333,1,.NET / Microsoft Ecosystem Developer
4334,3,PHP / LAMP Web Developer
4336,3,PHP / LAMP Web Developer
4337,5,Modern JavaScript / TypeScript Developer
4339,1,.NET / Microsoft Ecosystem Developer
4340,0,Java / JVM Backend Developer
4341,5,Modern JavaScript / TypeScript Developer
4344,5,Modern JavaScript / TypeScript Developer
4345,1,.NET / Microsoft Ecosystem Developer
4346,3,PHP / LAMP Web Developer
4347,3,PHP / LAMP Web Developer
4349,5,Modern JavaScript / TypeScript Developer
4351,3,PHP / LAMP Web Developer
4352,4,Python Backend & Data Developer
4353,5,Modern JavaScript / TypeScript Developer
4355,1,.NET / Microsoft Ecosystem Developer
4357,4,Python Backend & Data Developer
4358,5,Modern JavaScript / TypeScript Developer
4360,3,PHP / LAMP Web Developer
4362,3,PHP / LAMP Web Developer
4363,5,Modern JavaScript / TypeScript Developer
4364,5,Modern JavaScript / TypeScript Developer
4365,1,.NET / Microsoft Ecosystem Developer
4366,4,Python Backend & Data Developer
4367,2,Cloud-Native Full-Stack Developer
4368,0,Java / JVM Backend Developer
4369,1,.NET / Microsoft Ecosystem Developer
4373,5,Modern JavaScript / TypeScript Developer
4374,0,Java / JVM Backend Developer
4376,5,Modern JavaScript / TypeScript Developer
4377,0,Java / JVM Backend Developer
4378,2,Cloud-Native Full-Stack Developer
4380,0,Java / JVM Backend Developer
4381,0,Java / JVM Backend Developer
4382,1,.NET / Microsoft Ecosystem Developer
4383,2,Cloud-Native Full-Stack Developer
4384,3,PHP / LAMP Web Developer
4385,1,.NET / Microsoft Ecosystem Developer
4386,2,Cloud-Native Full-Stack Developer
4387,5,Modern JavaScript / TypeScript Developer
4390,4,Python Backend & Data Developer
4391,3,PHP / LAMP Web Developer
4393,4,Python Backend & Data Developer
4394,1,.NET / Microsoft Ecosystem Developer
4396,0,Java / JVM Backend Developer
4397,5,Modern JavaScript / TypeScript Developer
4398,1,.NET / Microsoft Ecosystem Developer
4399,3,PHP / LAMP Web Developer
4400,0,Java / JVM Backend Developer
4401,1,.NET / Microsoft Ecosystem Developer
4402,5,Modern JavaScript / TypeScript Developer
4403,4,Python Backend & Data Developer
4404,2,Cloud-Native Full-Stack Developer
4405,1,.NET / Microsoft Ecosystem Developer
4406,1,.NET / Microsoft Ecosystem Developer
4407,5,Modern JavaScript / TypeScript Developer
4408,1,.NET / Microsoft Ecosystem Developer
4409,0,Java / JVM Backend Developer
4410,1,.NET / Microsoft Ecosystem Developer
4411,3,PHP / LAMP Web Developer
4412,1,.NET / Microsoft Ecosystem Developer
4413,2,Cloud-Native Full-Stack Developer
4414,3,PHP / LAMP Web Developer
4419,1,.NET / Microsoft Ecosystem Developer
4420,0,Java / JVM Backend Developer
4421,4,Python Backend & Data Developer
4422,4,Python Backend & Data Developer
4423,0,Java / JVM Backend Developer
4424,4,Python Backend & Data Developer
4425,5,Modern JavaScript / TypeScript Developer
4426,4,Python Backend & Data Developer
4427,5,Modern JavaScript / TypeScript Developer
4428,1,.NET / Microsoft Ecosystem Developer
4429,0,Java / JVM Backend Developer
4430,5,Modern JavaScript / TypeScript Developer
4431,0,Java / JVM Backend Developer
4432,5,Modern JavaScript / TypeScript Developer
4433,1,.NET / Microsoft Ecosystem Developer
4434,4,Python Backend & Data Developer
4435,0,Java / JVM Backend Developer
4437,3,PHP / LAMP Web Developer
4438,3,PHP / LAMP Web Developer
4439,3,PHP / LAMP Web Developer
4441,2,Cloud-Native Full-Stack Developer
4442,0,Java / JVM Backend Developer
4443,4,Python Backend & Data Developer
4445,0,Java / JVM Backend Developer
4446,2,Cloud-Native Full-Stack Developer
4447,1,.NET / Microsoft Ecosystem Developer
4448,1,.NET / Microsoft Ecosystem Developer
4449,4,Python Backend & Data Developer
4453,1,.NET / Microsoft Ecosystem Developer
4454,1,.NET / Microsoft Ecosystem Developer
4456,4,Python Backend & Data Developer
4457,0,Java / JVM Backend Developer
4458,3,PHP / LAMP Web Developer
4459,4,Python Backend & Data Developer
4460,4,Python Backend & Data Developer
4461,3,PHP / LAMP Web Developer
4462,2,Cloud-Native Full-Stack Developer
4463,0,Java / JVM Backend Developer
4465,3,PHP / LAMP Web Developer
4466,4,Python Backend & Data Developer
4467,0,Java / JVM Backend Developer
4468,2,Cloud-Native Full-Stack Developer
4469,0,Java / JVM Backend Developer
4472,5,Modern JavaScript / TypeScript Developer
4473,1,.NET / Microsoft Ecosystem Developer
4474,3,PHP / LAMP Web Developer
4475,1,.NET / Microsoft Ecosystem Developer
4476,1,.NET / Microsoft Ecosystem Developer
4478,5,Modern JavaScript / TypeScript Developer
4479,1,.NET / Microsoft Ecosystem Developer
4480,3,PHP / LAMP Web Developer
4481,3,PHP / LAMP Web Developer
4483,1,.NET / Microsoft Ecosystem Developer
4484,3,PHP / LAMP Web Developer
4485,4,Python Backend & Data Developer
4486,4,Python Backend & Data Developer
4487,5,Modern JavaScript / TypeScript Developer
4490,5,Modern JavaScript / TypeScript Developer
4491,4,Python Backend & Data Developer
4492,5,Modern JavaScript / TypeScript Developer
4493,5,Modern JavaScript / TypeScript Developer
4494,0,Java / JVM Backend Developer
4495,5,Modern JavaScript / TypeScript Developer
4496,4,Python Backend & Data Developer
4497,2,Cloud-Native Full-Stack Developer
4498,2,Cloud-Native Full-Stack Developer
4499,3,PHP / LAMP Web Developer
4500,0,Java / JVM Backend Developer
4501,4,Python Backend & Data Developer
4502,3,PHP / LAMP Web Developer
4503,3,PHP / LAMP Web Developer
4505,0,Java / JVM Backend Developer
4506,1,.NET / Microsoft Ecosystem Developer
4507,5,Modern JavaScript / TypeScript Developer
4508,3,PHP / LAMP Web Developer
4509,1,.NET / Microsoft Ecosystem Developer
4510,5,Modern JavaScript / TypeScript Developer
4511,2,Cloud-Native Full-Stack Developer
4512,0,Java / JVM Backend Developer
4513,1,.NET / Microsoft Ecosystem Developer
4514,1,.NET / Microsoft Ecosystem Developer
4516,1,.NET / Microsoft Ecosystem Developer
4518,0,Java / JVM Backend Developer
4520,0,Java / JVM Backend Developer
4522,5,Modern JavaScript / TypeScript Developer
4523,5,Modern JavaScript / TypeScript Developer
4525,0,Java / JVM Backend Developer
4527,2,Cloud-Native Full-Stack Developer
4528,3,PHP / LAMP Web Developer
4530,5,Modern JavaScript / TypeScript Developer
4531,0,Java / JVM Backend Developer
4532,4,Python Backend & Data Developer
4533,5,Modern JavaScript / TypeScript Developer
4534,4,Python Backend & Data Developer
4535,1,.NET / Microsoft Ecosystem Developer
4537,0,Java / JVM Backend Developer
4538,1,.NET / Microsoft Ecosystem Developer
4539,5,Modern JavaScript / TypeScript Developer
4540,2,Cloud-Native Full-Stack Developer
4544,3,PHP / LAMP Web Developer
4545,5,Modern JavaScript / TypeScript Developer
4547,4,Python Backend & Data Developer
4548,2,Cloud-Native Full-Stack Developer
4550,2,Cloud-Native Full-Stack Developer
4551,4,Python Backend & Data Developer
4552,0,Java / JVM Backend Developer
4553,1,.NET / Microsoft Ecosystem Developer
4554,4,Python Backend & Data Developer
4555,1,.NET / Microsoft Ecosystem Developer
4556,3,PHP / LAMP Web Developer
4557,3,PHP / LAMP Web Developer
4558,1,.NET / Microsoft Ecosystem Developer
4561,4,Python Backend & Data Developer
4562,1,.NET / Microsoft Ecosystem Developer
4563,2,Cloud-Native Full-Stack Developer
4565,0,Java / JVM Backend Developer
4567,0,Java / JVM Backend Developer
4568,1,.NET / Microsoft Ecosystem Developer
4569,2,Cloud-Native Full-Stack Developer
4570,2,Cloud-Native Full-Stack Developer
4572,2,Cloud-Native Full-Stack Developer
4573,1,.NET / Microsoft Ecosystem Developer
4574,2,Cloud-Native Full-Stack Developer
4575,5,Modern JavaScript / TypeScript Developer
4576,1,.NET / Microsoft Ecosystem Developer
4577,3,PHP / LAMP Web Developer
4578,2,Cloud-Native Full-Stack Developer
4579,3,PHP / LAMP Web Developer
4583,4,Python Backend & Data Developer
4584,1,.NET / Microsoft Ecosystem Developer
4585,5,Modern JavaScript / TypeScript Developer
4587,2,Cloud-Native Full-Stack Developer
4589,0,Java / JVM Backend Developer
4590,2,Cloud-Native Full-Stack Developer
4591,0,Java / JVM Backend Developer
4592,4,Python Backend & Data Developer
4594,4,Python Backend & Data Developer
4595,4,Python Backend & Data Developer
4597,2,Cloud-Native Full-Stack Developer
4598,1,.NET / Microsoft Ecosystem Developer
4599,4,Python Backend & Data Developer
4600,0,Java / JVM Backend Developer
4601,1,.NET / Microsoft Ecosystem Developer
4602,5,Modern JavaScript / TypeScript Developer
4603,1,.NET / Microsoft Ecosystem Developer
4604,5,Modern JavaScript / TypeScript Developer
4605,5,Modern JavaScript / TypeScript Developer
4607,0,Java / JVM Backend Developer
4608,4,Python Backend & Data Developer
4609,4,Python Backend & Data Developer
4610,0,Java / JVM Backend Developer
4612,3,PHP / LAMP Web Developer
4614,1,.NET / Microsoft Ecosystem Developer
4615,5,Modern JavaScript / TypeScript Developer
4617,0,Java / JVM Backend Developer
4618,4,Python Backend & Data Developer
4619,1,.NET / Microsoft Ecosystem Developer
4621,1,.NET / Microsoft Ecosystem Developer
4622,2,Cloud-Native Full-Stack Developer
4623,5,Modern JavaScript / TypeScript Developer
4624,5,Modern JavaScript / TypeScript Developer
4626,1,.NET / Microsoft Ecosystem Developer
4627,1,.NET / Microsoft Ecosystem Developer
4628,2,Cloud-Native Full-Stack Developer
4631,2,Cloud-Native Full-Stack Developer
4632,2,Cloud-Native Full-Stack Developer
4633,0,Java / JVM Backend Developer
4634,4,Python Backend & Data Developer
4635,2,Cloud-Native Full-Stack Developer
4636,2,Cloud-Native Full-Stack Developer
4639,2,Cloud-Native Full-Stack Developer
4640,4,Python Backend & Data Developer
4641,4,Python Backend & Data Developer
4644,5,Modern JavaScript / TypeScript Developer
4646,2,Cloud-Native Full-Stack Developer
4648,5,Modern JavaScript / TypeScript Developer
4652,2,Cloud-Native Full-Stack Developer
4653,1,.NET / Microsoft Ecosystem Developer
4655,1,.NET / Microsoft Ecosystem Developer
4656,0,Java / JVM Backend Developer
4657,2,Cloud-Native Full-Stack Developer
4658,4,Python Backend & Data Developer
4659,1,.NET / Microsoft Ecosystem Developer
4660,1,.NET / Microsoft Ecosystem Developer
4661,0,Java / JVM Backend Developer
4662,0,Java / JVM Backend Developer
4664,0,Java / JVM Backend Developer
4665,4,Python Backend & Data Developer
4666,0,Java / JVM Backend Developer
4667,1,.NET / Microsoft Ecosystem Developer
4668,5,Modern JavaScript / TypeScript Developer
4672,1,.NET / Microsoft Ecosystem Developer
4673,1,.NET / Microsoft Ecosystem Developer
4674,4,Python Backend & Data Developer
4675,5,Modern JavaScript / TypeScript Developer
4676,1,.NET / Microsoft Ecosystem Developer
4677,5,Modern JavaScript / TypeScript Developer
4679,2,Cloud-Native Full-Stack Developer
4680,0,Java / JVM Backend Developer
4681,5,Modern JavaScript / TypeScript Developer
4682,0,Java / JVM Backend Developer
4683,4,Python Backend & Data Developer
4684,1,.NET / Microsoft Ecosystem Developer
4686,0,Java / JVM Backend Developer
4687,1,.NET / Microsoft Ecosystem Developer
4688,4,Python Backend & Data Developer
4689,1,.NET / Microsoft Ecosystem Developer
4690,2,Cloud-Native Full-Stack Developer
4692,4,Python Backend & Data Developer
4693,1,.NET / Microsoft Ecosystem Developer
4696,2,Cloud-Native Full-Stack Developer
4697,3,PHP / LAMP Web Developer
4700,4,Python Backend & Data Developer
4701,4,Python Backend & Data Developer
4703,5,Modern JavaScript / TypeScript Developer
4704,3,PHP / LAMP Web Developer
4706,1,.NET / Microsoft Ecosystem Developer
4707,5,Modern JavaScript / TypeScript Developer
4708,0,Java / JVM Backend Developer
4709,1,.NET / Microsoft Ecosystem Developer
4710,5,Modern JavaScript / TypeScript Developer
4711,3,PHP / LAMP Web Developer
4712,0,Java / JVM Backend Developer
4713,1,.NET / Microsoft Ecosystem Developer
4714,2,Cloud-Native Full-Stack Developer
4716,2,Cloud-Native Full-Stack Developer
4717,5,Modern JavaScript / TypeScript Developer
4718,0,Java / JVM Backend Developer
4721,2,Cloud-Native Full-Stack Developer
4722,5,Modern JavaScript / TypeScript Developer
4723,3,PHP / LAMP Web Developer
4724,1,.NET / Microsoft Ecosystem Developer
4725,1,.NET / Microsoft Ecosystem Developer
4726,3,PHP / LAMP Web Developer
4727,5,Modern JavaScript / TypeScript Developer
4728,5,Modern JavaScript / TypeScript Developer
4729,0,Java / JVM Backend Developer
4730,5,Modern JavaScript / TypeScript Developer
4733,2,Cloud-Native Full-Stack Developer
4734,2,Cloud-Native Full-Stack Developer
4735,5,Modern JavaScript / TypeScript Developer
4736,1,.NET / Microsoft Ecosystem Developer
4738,1,.NET / Microsoft Ecosystem Developer
4739,1,.NET / Microsoft Ecosystem Developer
4740,5,Modern JavaScript / TypeScript Developer
4741,2,Cloud-Native Full-Stack Developer
4744,1,.NET / Microsoft Ecosystem Developer
4745,4,Python Backend & Data Developer
4746,0,Java / JVM Backend Developer
4748,4,Python Backend & Data Developer
4750,4,Python Backend & Data Developer
4751,3,PHP / LAMP Web Developer
4752,3,PHP / LAMP Web Developer
4753,5,Modern JavaScript / TypeScript Developer
4754,2,Cloud-Native Full-Stack Developer
4755,5,Modern JavaScript / TypeScript Developer
4756,4,Python Backend & Data Developer
4757,4,Python Backend & Data Developer
4758,1,.NET / Microsoft Ecosystem Developer
4762,3,PHP / LAMP Web Developer
4764,4,Python Backend & Data Developer
4766,0,Java / JVM Backend Developer
4767,3,PHP / LAMP Web Developer
4768,1,.NET / Microsoft Ecosystem Developer
4769,1,.NET / Microsoft Ecosystem Developer
4770,5,Modern JavaScript / TypeScript Developer
4772,0,Java / JVM Backend Developer
4773,4,Python Backend & Data Developer
4774,2,Cloud-Native Full-Stack Developer
4775,4,Python Backend & Data Developer
4776,1,.NET / Microsoft Ecosystem Developer
4778,5,Modern JavaScript / TypeScript Developer
4780,2,Cloud-Native Full-Stack Developer
4781,1,.NET / Microsoft Ecosystem Developer
4782,1,.NET / Microsoft Ecosystem Developer
4783,5,Modern JavaScript / TypeScript Developer
4784,1,.NET / Microsoft Ecosystem Developer
4786,5,Modern JavaScript / TypeScript Developer
4787,3,PHP / LAMP Web Developer
4788,1,.NET / Microsoft Ecosystem Developer
4789,1,.NET / Microsoft Ecosystem Developer
4793,1,.NET / Microsoft Ecosystem Developer
4795,4,Python Backend & Data Developer
4796,0,Java / JVM Backend Developer
4797,5,Modern JavaScript / TypeScript Developer
4798,1,.NET / Microsoft Ecosystem Developer
4799,5,Modern JavaScript / TypeScript Developer
4800,2,Cloud-Native Full-Stack Developer
4801,1,.NET / Microsoft Ecosystem Developer
4802,1,.NET / Microsoft Ecosystem Developer
4803,1,.NET / Microsoft Ecosystem Developer
4804,4,Python Backend & Data Developer
4805,5,Modern JavaScript / TypeScript Developer
4806,4,Python Backend & Data Developer
4807,0,Java / JVM Backend Developer
4808,0,Java / JVM Backend Developer
4811,2,Cloud-Native Full-Stack Developer
4812,4,Python Backend & Data Developer
4813,2,Cloud-Native Full-Stack Developer
4815,3,PHP / LAMP Web Developer
4816,4,Python Backend & Data Developer
4817,5,Modern JavaScript / TypeScript Developer
4818,1,.NET / Microsoft Ecosystem Developer
4819,4,Python Backend & Data Developer
4820,5,Modern JavaScript / TypeScript Developer
4821,0,Java / JVM Backend Developer
4822,1,.NET / Microsoft Ecosystem Developer
4823,2,Cloud-Native Full-Stack Developer
4826,5,Modern JavaScript / TypeScript Developer
4827,4,Python Backend & Data Developer
4828,3,PHP / LAMP Web Developer
4831,1,.NET / Microsoft Ecosystem Developer
4832,3,PHP / LAMP Web Developer
4833,3,PHP / LAMP Web Developer
4835,1,.NET / Microsoft Ecosystem Developer
4837,3,PHP / LAMP Web Developer
4838,1,.NET / Microsoft Ecosystem Developer
4839,3,PHP / LAMP Web Developer
4840,1,.NET / Microsoft Ecosystem Developer
4843,2,Cloud-Native Full-Stack Developer
4844,5,Modern JavaScript / TypeScript Developer
4845,4,Python Backend & Data Developer
4846,1,.NET / Microsoft Ecosystem Developer
4847,1,.NET / Microsoft Ecosystem Developer
4848,1,.NET / Microsoft Ecosystem Developer
4850,4,Python Backend & Data Developer
4851,5,Modern JavaScript / TypeScript Developer
4852,5,Modern JavaScript / TypeScript Developer
4853,1,.NET / Microsoft Ecosystem Developer
4854,5,Modern JavaScript / TypeScript Developer
4855,3,PHP / LAMP Web Developer
4856,1,.NET / Microsoft Ecosystem Developer
4858,1,.NET / Microsoft Ecosystem Developer
4859,5,Modern JavaScript / TypeScript Developer
4860,5,Modern JavaScript / TypeScript Developer
4861,1,.NET / Microsoft Ecosystem Developer
4863,3,PHP / LAMP Web Developer
4864,2,Cloud-Native Full-Stack Developer
4866,5,Modern JavaScript / TypeScript Developer
4867,1,.NET / Microsoft Ecosystem Developer
4872,1,.NET / Microsoft Ecosystem Developer
4875,4,Python Backend & Data Developer
4876,0,Java / JVM Backend Developer
4877,1,.NET / Microsoft Ecosystem Developer
4878,5,Modern JavaScript / TypeScript Developer
4879,4,Python Backend & Data Developer
4880,1,.NET / Microsoft Ecosystem Developer
4881,0,Java / JVM Backend Developer
4882,2,Cloud-Native Full-Stack Developer
4884,1,.NET / Microsoft Ecosystem Developer
4886,4,Python Backend & Data Developer
4887,4,Python Backend & Data Developer
4888,4,Python Backend & Data Developer
4891,0,Java / JVM Backend Developer
4894,0,Java / JVM Backend Developer
4895,0,Java / JVM Backend Developer
4897,5,Modern JavaScript / TypeScript Developer
4898,1,.NET / Microsoft Ecosystem Developer
4900,4,Python Backend & Data Developer
4901,1,.NET / Microsoft Ecosystem Developer
4902,3,PHP / LAMP Web Developer
4903,4,Python Backend & Data Developer
4904,5,Modern JavaScript / TypeScript Developer
4907,4,Python Backend & Data Developer
4908,1,.NET / Microsoft Ecosystem Developer
4909,3,PHP / LAMP Web Developer
4910,5,Modern JavaScript / TypeScript Developer
4914,4,Python Backend & Data Developer
4916,4,Python Backend & Data Developer
4918,2,Cloud-Native Full-Stack Developer
4919,3,PHP / LAMP Web Developer
4920,5,Modern JavaScript / TypeScript Developer
4921,4,Python Backend & Data Developer
4922,0,Java / JVM Backend Developer
4923,5,Modern JavaScript / TypeScript Developer
4925,0,Java / JVM Backend Developer
4926,1,.NET / Microsoft Ecosystem Developer
4928,2,Cloud-Native Full-Stack Developer
4929,5,Modern JavaScript / TypeScript Developer
4930,4,Python Backend & Data Developer
4931,1,.NET / Microsoft Ecosystem Developer
4932,2,Cloud-Native Full-Stack Developer
4935,0,Java / JVM Backend Developer
4937,5,Modern JavaScript / TypeScript Developer
4938,3,PHP / LAMP Web Developer
4940,4,Python Backend & Data Developer
4941,4,Python Backend & Data Developer
4943,0,Java / JVM Backend Developer
4944,5,Modern JavaScript / TypeScript Developer
4945,3,PHP / LAMP Web Developer
4946,4,Python Backend & Data Developer
4947,4,Python Backend & Data Developer
4949,3,PHP / LAMP Web Developer
4951,3,PHP / LAMP Web Developer
4952,3,PHP / LAMP Web Developer
4953,1,.NET / Microsoft Ecosystem Developer
4954,5,Modern JavaScript / TypeScript Developer
4955,1,.NET / Microsoft Ecosystem Developer
4956,2,Cloud-Native Full-Stack Developer
4957,1,.NET / Microsoft Ecosystem Developer
4958,3,PHP / LAMP Web Developer
4960,2,Cloud-Native Full-Stack Developer
4963,2,Cloud-Native Full-Stack Developer
4965,1,.NET / Microsoft Ecosystem Developer
4966,5,Modern JavaScript / TypeScript Developer
4967,1,.NET / Microsoft Ecosystem Developer
4968,1,.NET / Microsoft Ecosystem Developer
4969,2,Cloud-Native Full-Stack Developer
4971,5,Modern JavaScript / TypeScript Developer
4972,5,Modern JavaScript / TypeScript Developer
4973,0,Java / JVM Backend Developer
4974,2,Cloud-Native Full-Stack Developer
4975,5,Modern JavaScript / TypeScript Developer
4977,4,Python Backend & Data Developer
4978,1,.NET / Microsoft Ecosystem Developer
4979,1,.NET / Microsoft Ecosystem Developer
4980,2,Cloud-Native Full-Stack Developer
4981,3,PHP / LAMP Web Developer
4982,3,PHP / LAMP Web Developer
4984,3,PHP / LAMP Web Developer
4985,3,PHP / LAMP Web Developer
4986,3,PHP / LAMP Web Developer
4987,1,.NET / Microsoft Ecosystem Developer
4988,4,Python Backend & Data Developer
4989,1,.NET / Microsoft Ecosystem Developer
4992,1,.NET / Microsoft Ecosystem Developer
4994,5,Modern JavaScript / TypeScript Developer
4995,4,Python Backend & Data Developer
4997,0,Java / JVM Backend Developer
5003,2,Cloud-Native Full-Stack Developer
5004,5,Modern JavaScript / TypeScript Developer
5005,4,Python Backend & Data Developer
5006,4,Python Backend & Data Developer
5007,0,Java / JVM Backend Developer
5008,0,Java / JVM Backend Developer
5009,3,PHP / LAMP Web Developer
5010,4,Python Backend & Data Developer
5013,3,PHP / LAMP Web Developer
5014,5,Modern JavaScript / TypeScript Developer
5015,2,Cloud-Native Full-Stack Developer
5018,4,Python Backend & Data Developer
5019,5,Modern JavaScript / TypeScript Developer
5022,0,Java / JVM Backend Developer
5023,0,Java / JVM Backend Developer
5025,5,Modern JavaScript / TypeScript Developer
5026,5,Modern JavaScript / TypeScript Developer
5027,1,.NET / Microsoft Ecosystem Developer
5028,1,.NET / Microsoft Ecosystem Developer
5029,1,.NET / Microsoft Ecosystem Developer
5031,4,Python Backend & Data Developer
5032,0,Java / JVM Backend Developer
5033,0,Java / JVM Backend Developer
5034,1,.NET / Microsoft Ecosystem Developer
5035,1,.NET / Microsoft Ecosystem Developer
5036,2,Cloud-Native Full-Stack Developer
5037,5,Modern JavaScript / TypeScript Developer
5038,0,Java / JVM Backend Developer
5040,5,Modern JavaScript / TypeScript Developer
5041,1,.NET / Microsoft Ecosystem Developer
5042,3,PHP / LAMP Web Developer
5045,5,Modern JavaScript / TypeScript Developer
5048,4,Python Backend & Data Developer
5051,1,.NET / Microsoft Ecosystem Developer
5053,4,Python Backend & Data Developer
5054,0,Java / JVM Backend Developer
5056,0,Java / JVM Backend Developer
5057,1,.NET / Microsoft Ecosystem Developer
5059,1,.NET / Microsoft Ecosystem Developer
5060,2,Cloud-Native Full-Stack Developer
5061,4,Python Backend & Data Developer
5062,4,Python Backend & Data Developer
5064,2,Cloud-Native Full-Stack Developer
5066,5,Modern JavaScript / TypeScript Developer
5067,1,.NET / Microsoft Ecosystem Developer
5068,2,Cloud-Native Full-Stack Developer
5069,2,Cloud-Native Full-Stack Developer
5070,2,Cloud-Native Full-Stack Developer
5072,5,Modern JavaScript / TypeScript Developer
5073,4,Python Backend & Data Developer
5074,5,Modern JavaScript / TypeScript Developer
5075,2,Cloud-Native Full-Stack Developer
5076,5,Modern JavaScript / TypeScript Developer
5078,1,.NET / Microsoft Ecosystem Developer
5080,1,.NET / Microsoft Ecosystem Developer
5082,5,Modern JavaScript / TypeScript Developer
5085,5,Modern JavaScript / TypeScript Developer
5086,2,Cloud-Native Full-Stack Developer
5087,5,Modern JavaScript / TypeScript Developer
5088,2,Cloud-Native Full-Stack Developer
5090,5,Modern JavaScript / TypeScript Developer
5091,5,Modern JavaScript / TypeScript Developer
5092,1,.NET / Microsoft Ecosystem Developer
5094,2,Cloud-Native Full-Stack Developer
5095,2,Cloud-Native Full-Stack Developer
5097,5,Modern JavaScript / TypeScript Developer
5100,0,Java / JVM Backend Developer
5102,3,PHP / LAMP Web Developer
5104,4,Python Backend & Data Developer
5105,1,.NET / Microsoft Ecosystem Developer
5106,4,Python Backend & Data Developer
5107,0,Java / JVM Backend Developer
5108,4,Python Backend & Data Developer
5109,2,Cloud-Native Full-Stack Developer
5110,4,Python Backend & Data Developer
